Season,Matchnumber,Venue,Date_Time,Winningteam,Firstteam,Secondteam,Link
2022,49,"Maharashtra Cricket Association Stadium, Pune","MAY, WED 4 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 13 RUNS,"ROYAL CHALLENGERS BANGALORE
173/8
(20.0 OV)","CHENNAI SUPER KINGS
160/8
(20.0 OV )",https://www.iplt20.com/news/3802/tata-ipl-2022-match-49-rcb-vs-csk-match-report
2022,48,"DY Patil Stadium, NAVI MUMBAI","MAY, TUE 3 , 7:30 pm IST",PUNJAB KINGS WON BY 8 WICKETS,"GUJARAT TITANS
143/8
(20.0 OV)","PUNJAB KINGS
145/2
(16.0 OV )",https://www.iplt20.com/news/3800/tata-ipl-2022-match-48-gt-vs-pbks-match-report
2022,47,"Wankhede Stadium, Mumbai","MAY, MON 2 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,"KOLKATA KNIGHT RIDERS
158/3
(19.1 OV)","RAJASTHAN ROYALS
152/5
(20.0 OV )",https://www.iplt20.com/news/3798/tata-ipl-2022-match-47-kkr-vs-rr-match-report
2022,46,"Maharashtra Cricket Association Stadium, Pune","MAY, SUN 1 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 13 RUNS,"SUNRISERS HYDERABAD
189/6
(20.0 OV)","CHENNAI SUPER KINGS
202/2
(20.0 OV )",https://www.iplt20.com/news/3797/tata-ipl-2022-match-46-srh-vs-csk-match-report
2022,45,"Wankhede Stadium, Mumbai","MAY, SUN 1 , 3:30 pm IST",LUCKNOW SUPER GIANTS WON BY 6 RUNS,"DELHI CAPITALS
189/7
(20.0 OV)","LUCKNOW SUPER GIANTS
195/3
(20.0 OV )",https://www.iplt20.com/news/3795/tata-ipl-2022-match-45-dc-vs-lsg-match-report
2022,44,"DY Patil Stadium, NAVI MUMBAI","APR, SAT 30 , 7:30 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,"RAJASTHAN ROYALS
158/6
(20.0 OV)","MUMBAI INDIANS
161/5
(19.2 OV )",https://www.iplt20.com/news/3794/tata-ipl-2022-match-44-rr-vs-mi-match-report
2022,43,"Brabourne - CCI, Mumbai","APR, SAT 30 , 3:30 pm IST",GUJARAT TITANS WON BY 6 WICKETS,"GUJARAT TITANS
174/4
(19.3 OV)","ROYAL CHALLENGERS BANGALORE
170/6
(20.0 OV )",https://www.iplt20.com/news/3793/tata-ipl-2022-match-43-gt-vs-rcb-match-report
2022,42,"Maharashtra Cricket Association Stadium, Pune","APR, FRI 29 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 20 RUNS,"PUNJAB KINGS
133/8
(20.0 OV)","LUCKNOW SUPER GIANTS
153/8
(20.0 OV )",https://www.iplt20.com/news/3792/tata-ipl-2022-match-42-pbks-vs-lsg-match-report
2022,41,"Wankhede Stadium, Mumbai","APR, THU 28 , 7:30 pm IST",DELHI CAPITALS WON BY 4 WICKETS,"DELHI CAPITALS
150/6
(19.0 OV)","KOLKATA KNIGHT RIDERS
146/9
(20.0 OV )",https://www.iplt20.com/news/3791/tata-ipl-2022-match-41-dc-vs-kkr-match-report
2022,40,"Wankhede Stadium, Mumbai","APR, WED 27 , 7:30 pm IST",GUJARAT TITANS WON BY 5 WICKETS,"GUJARAT TITANS
199/5
(20.0 OV)","SUNRISERS HYDERABAD
195/6
(20.0 OV )",https://www.iplt20.com/news/3788/tata-ipl-2022-match-40-gt-vs-srh-match-report
2022,39,"Maharashtra Cricket Association Stadium, Pune","APR, TUE 26 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 29 RUNS,"ROYAL CHALLENGERS BANGALORE
115
(19.3 OV)","RAJASTHAN ROYALS
144/8
(20.0 OV )",https://www.iplt20.com/news/3787/tata-ipl-2022-match-39-rcb-vs-rr-match-report
2022,38,"Wankhede Stadium, Mumbai","APR, MON 25 , 7:30 pm IST",PUNJAB KINGS WON BY 11 RUNS,"PUNJAB KINGS
187/4
(20.0 OV)","CHENNAI SUPER KINGS
176/6
(20.0 OV )",https://www.iplt20.com/news/3786/tata-ipl-2022-match-38-pbks-vs-csk-match-report
2022,37,"Wankhede Stadium, Mumbai","APR, SUN 24 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 36 RUNS,"LUCKNOW SUPER GIANTS
168/6
(20.0 OV)","MUMBAI INDIANS
132/8
(20.0 OV )",https://www.iplt20.com/news/3784/tata-ipl-2022-match-37-lsg-vs-mi-match-report
2022,36,"Brabourne - CCI, Mumbai","APR, SAT 23 , 7:30 pm IST",SUNRISERS HYDERABAD WON BY 9 WICKETS,"ROYAL CHALLENGERS BANGALORE
68
(16.1 OV)","SUNRISERS HYDERABAD
72/1
(8.0 OV )",https://www.iplt20.com/news/3783/tata-ipl-2022-match-36-rcb-vs-srh-match-report
2022,35,"DY Patil Stadium, NAVI MUMBAI","APR, SAT 23 , 3:30 pm IST",GUJARAT TITANS WON BY 8 RUNS,"KOLKATA KNIGHT RIDERS
148/8
(20.0 OV)","GUJARAT TITANS
156/9
(20.0 OV )",https://www.iplt20.com/news/3782/tata-ipl-2022-match-35-kkr-vs-gt-match-report
2022,34,"Wankhede Stadium, Mumbai","APR, FRI 22 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 15 RUNS,"DELHI CAPITALS
207/8
(20.0 OV)","RAJASTHAN ROYALS
222/2
(20.0 OV )",https://www.iplt20.com/news/3780/tata-ipl-2022-match-34-dc-vs-rr-match-report
2022,33,"DY Patil Stadium, NAVI MUMBAI","APR, THU 21 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 3 WICKETS,"MUMBAI INDIANS
155/7
(20.0 OV)","CHENNAI SUPER KINGS
156/7
(20.0 OV )",https://www.iplt20.com/news/3779/tata-ipl-2022-match-33-mi-vs-csk-match-report
2022,32,"Brabourne - CCI, Mumbai","APR, WED 20 , 7:30 pm IST",DELHI CAPITALS WON BY 9 WICKETS,"DELHI CAPITALS
119/1
(10.3 OV)","PUNJAB KINGS
115
(20.0 OV )",https://www.iplt20.com/news/3777/tata-ipl-2022-match-32-dc-vs-pbks-match-report
2022,31,"DY Patil Stadium, NAVI MUMBAI","APR, TUE 19 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 18 RUNS,"LUCKNOW SUPER GIANTS
163/8
(20.0 OV)","ROYAL CHALLENGERS BANGALORE
181/6
(20.0 OV )",https://www.iplt20.com/news/3774/tata-ipl-2022-match-31-lsg-vs-rcb-match-report
2022,30,"Brabourne - CCI, Mumbai","APR, MON 18 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 7 RUNS,"RAJASTHAN ROYALS
217/5
(20.0 OV)","KOLKATA KNIGHT RIDERS
210
(19.4 OV )",https://www.iplt20.com/news/3772/tata-ipl-2022-match-30-rr-vs-kkr-match-report
2022,29,"Maharashtra Cricket Association Stadium, Pune","APR, SUN 17 , 7:30 pm IST",GUJARAT TITANS WON BY 3 WICKETS,"GUJARAT TITANS
170/7
(19.5 OV)","CHENNAI SUPER KINGS
169/5
(20.0 OV )",https://www.iplt20.com/news/3770/tata-ipl-2022-match-29-gt-vs-csk-match-report
2022,28,"DY Patil Stadium, NAVI MUMBAI","APR, SUN 17 , 3:30 pm IST",SUNRISERS HYDERABAD WON BY 7 WICKETS,"PUNJAB KINGS
151
(20.0 OV)","SUNRISERS HYDERABAD
152/3
(18.5 OV )",https://www.iplt20.com/news/3771/tata-ipl-2022-match-28-pbks-vs-srh-match-report
2022,27,"Wankhede Stadium, Mumbai","APR, SAT 16 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 16 RUNS,"DELHI CAPITALS
173/7
(20.0 OV)","ROYAL CHALLENGERS BANGALORE
189/5
(20.0 OV )",https://www.iplt20.com/news/3769/tata-ipl-2022-match-27-dc-vs-rcb-match-report
2022,26,"Brabourne - CCI, Mumbai","APR, SAT 16 , 3:30 pm IST",LUCKNOW SUPER GIANTS WON BY 18 RUNS,"MUMBAI INDIANS
181/9
(20.0 OV)","LUCKNOW SUPER GIANTS
199/4
(20.0 OV )",https://www.iplt20.com/news/3767/tata-ipl-2022-match-26-mi-vs-lsg-match-report
2022,25,"Brabourne - CCI, Mumbai","APR, FRI 15 , 7:30 pm IST",SUNRISERS HYDERABAD WON BY 7 WICKETS,"SUNRISERS HYDERABAD
176/3
(17.5 OV)","KOLKATA KNIGHT RIDERS
175/8
(20.0 OV )",https://www.iplt20.com/news/3765/tata-ipl-2022-match-25-srh-vs-kkr-match-report
2022,24,"DY Patil Stadium, NAVI MUMBAI","APR, THU 14 , 7:30 pm IST",GUJARAT TITANS WON BY 37 RUNS,"RAJASTHAN ROYALS
155/9
(20.0 OV)","GUJARAT TITANS
192/4
(20.0 OV )",https://www.iplt20.com/news/3763/tata-ipl-2022-match-24-rr-vs-gt-match-report
2022,23,"Maharashtra Cricket Association Stadium, Pune","APR, WED 13 , 7:30 pm IST",PUNJAB KINGS WON BY 12 RUNS,"MUMBAI INDIANS
186/9
(20.0 OV)","PUNJAB KINGS
198/5
(20.0 OV )",https://www.iplt20.com/news/3761/tata-ipl-2022-match-23-mi-vs-pbks-match-report
2022,22,"DY Patil Stadium, NAVI MUMBAI","APR, TUE 12 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 23 RUNS,"CHENNAI SUPER KINGS
216/4
(20.0 OV)","ROYAL CHALLENGERS BANGALORE
193/9
(20.0 OV )",https://www.iplt20.com/news/3760/tata-ipl-2022-match-22-csk-vs-rcb-match-report
2022,21,"DY Patil Stadium, NAVI MUMBAI","APR, MON 11 , 7:30 pm IST",SUNRISERS HYDERABAD WON BY 8 WICKETS,"SUNRISERS HYDERABAD
168/2
(19.1 OV)","GUJARAT TITANS
162/7
(20.0 OV )",https://www.iplt20.com/news/3759/tata-ipl-2022-match-21-srh-vs-gt-match-report
2022,20,"Wankhede Stadium, Mumbai","APR, SUN 10 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 3 RUNS,"RAJASTHAN ROYALS
165/6
(20.0 OV)","LUCKNOW SUPER GIANTS
162/8
(20.0 OV )",https://www.iplt20.com/news/3758/tata-ipl-2022-match-20-rr-vs-lsg-match-report
2022,19,"Brabourne - CCI, Mumbai","APR, SUN 10 , 3:30 pm IST",DELHI CAPITALS WON BY 44 RUNS,"KOLKATA KNIGHT RIDERS
171
(19.4 OV)","DELHI CAPITALS
215/5
(20.0 OV )",https://www.iplt20.com/news/3757/tata-ipl-2022-match-19-kkr-vs-dc-match-report
2022,18,"Maharashtra Cricket Association Stadium, Pune","APR, SAT 9 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 7 WICKETS,"ROYAL CHALLENGERS BANGALORE
152/3
(18.3 OV)","MUMBAI INDIANS
151/6
(20.0 OV )",https://www.iplt20.com/news/3756/tata-ipl-2022-match-18-rcb-vs-mi-match-report
2022,17,"DY Patil Stadium, NAVI MUMBAI","APR, SAT 9 , 3:30 pm IST",SUNRISERS HYDERABAD WON BY 8 WICKETS,"CHENNAI SUPER KINGS
154/7
(20.0 OV)","SUNRISERS HYDERABAD
155/2
(17.4 OV )",https://www.iplt20.com/news/3755/tata-ipl-2022-match-17-csk-vs-srh-match-report
2022,16,"Brabourne - CCI, Mumbai","APR, FRI 8 , 7:30 pm IST",GUJARAT TITANS WON BY 6 WICKETS,"PUNJAB KINGS
189/9
(20.0 OV)","GUJARAT TITANS
190/4
(20.0 OV )",https://www.iplt20.com/news/3754/tata-ipl-2022-match-16-pbks-vs-gt-match-report
2022,15,"DY Patil Stadium, NAVI MUMBAI","APR, THU 7 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 6 WICKETS,"LUCKNOW SUPER GIANTS
155/4
(19.4 OV)","DELHI CAPITALS
149/3
(20.0 OV )",https://www.iplt20.com/news/3752/tata-ipl-2022-match-15-lsg-vs-dc-match-report
2022,14,"Maharashtra Cricket Association Stadium, Pune","APR, WED 6 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,"KOLKATA KNIGHT RIDERS
162/5
(16.0 OV)","MUMBAI INDIANS
161/4
(20.0 OV )",https://www.iplt20.com/news/3749/tata-ipl-2022-match-14-kkr-vs-mi-match-report
2022,13,"Wankhede Stadium, Mumbai","APR, TUE 5 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 4 WICKETS,"RAJASTHAN ROYALS
169/3
(20.0 OV)","ROYAL CHALLENGERS BANGALORE
173/6
(19.1 OV )",https://www.iplt20.com/news/3748/tata-ipl-2022-match-13-rr-vs-rcb-match-report
2022,12,"DY Patil Stadium, NAVI MUMBAI","APR, MON 4 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 12 RUNS,"SUNRISERS HYDERABAD
157/9
(20.0 OV)","LUCKNOW SUPER GIANTS
169/7
(20.0 OV )",https://www.iplt20.com/news/3747/tata-ipl-2022-match-12-srh-vs-lsg-match-report
2022,11,"Brabourne - CCI, Mumbai","APR, SUN 3 , 7:30 pm IST",PUNJAB KINGS WON BY 54 RUNS,"CHENNAI SUPER KINGS
126
(18.0 OV)","PUNJAB KINGS
180/8
(20.0 OV )",https://www.iplt20.com/news/3746/tata-ipl-2022-match-11-csk-vs-pbks-match-report
2022,10,"Maharashtra Cricket Association Stadium, Pune","APR, SAT 2 , 7:30 pm IST",GUJARAT TITANS WON BY 14 RUNS,"GUJARAT TITANS
171/6
(20.0 OV)","DELHI CAPITALS
157/9
(20.0 OV )",https://www.iplt20.com/news/3744/tata-ipl-2022-match-10-gt-vs-dc-match-report
2022,9,"DY Patil Stadium, NAVI MUMBAI","APR, SAT 2 , 3:30 pm IST",RAJASTHAN ROYALS WON BY 23 RUNS,"MUMBAI INDIANS
170/8
(20.0 OV)","RAJASTHAN ROYALS
193/8
(20.0 OV )",https://www.iplt20.com/news/3743/tata-ipl-2022-match-09-mi-vs-rr-match-report
2022,8,"Wankhede Stadium, Mumbai","APR, FRI 1 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,"KOLKATA KNIGHT RIDERS
141/4
(14.3 OV)","PUNJAB KINGS
137
(18.2 OV )",https://www.iplt20.com/news/3742/tata-ipl-2022-match-08-kkr-vs-pbks-match-report
2022,7,"Brabourne - CCI, Mumbai","MAR, THU 31 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 6 WICKETS,"LUCKNOW SUPER GIANTS
211/4
(19.3 OV)","CHENNAI SUPER KINGS
210/7
(20.0 OV )",https://www.iplt20.com/news/3741/tata-ipl-2022-match-07-lsg-vs-csk-match-report
2022,6,"DY Patil Stadium, NAVI MUMBAI","MAR, WED 30 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 3 WICKETS,"ROYAL CHALLENGERS BANGALORE
132/7
(19.2 OV)","KOLKATA KNIGHT RIDERS
128
(18.5 OV )",https://www.iplt20.com/news/3740/tata-ipl-2022-match-06-rcb-vs-kkr-match-report
2022,5,"Maharashtra Cricket Association Stadium, Pune","MAR, TUE 29 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 61 RUNS,"SUNRISERS HYDERABAD
149/7
(20.0 OV)","RAJASTHAN ROYALS
210/6
(20.0 OV )",https://www.iplt20.com/news/3738/tata-ipl-2022-match-05-srh-vs-rr-match-report
2022,4,"Wankhede Stadium, Mumbai","MAR, MON 28 , 7:30 pm IST",GUJARAT TITANS WON BY 5 WICKETS,"GUJARAT TITANS
161/5
(19.4 OV)","LUCKNOW SUPER GIANTS
158/6
(20.0 OV )",https://www.iplt20.com/news/3736/tata-ipl-2022-match-04-gt-vs-lsg-match-report
2022,3,"DY Patil Stadium, NAVI MUMBAI","MAR, SUN 27 , 7:30 pm IST",PUNJAB KINGS WON BY 5 WICKETS,"ROYAL CHALLENGERS BANGALORE
205/2
(20.0 OV)","PUNJAB KINGS
208/5
(19.0 OV )",https://www.iplt20.com/news/3734/tata-ipl-2022-match-03-pbks-vs-rcb-match-report
2022,2,"Brabourne - CCI, Mumbai","MAR, SUN 27 , 3:30 pm IST",DELHI CAPITALS WON BY 4 WICKETS,"DELHI CAPITALS
179/6
(18.2 OV)","MUMBAI INDIANS
177/5
(20.0 OV )",https://www.iplt20.com/news/3732/tata-ipl-2022-match-02-dc-vs-mi-match-report
2022,1,"Wankhede Stadium, Mumbai","MAR, SAT 26 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,"CHENNAI SUPER KINGS
131/5
(20.0 OV)","KOLKATA KNIGHT RIDERS
133/4
(18.3 OV )",https://www.iplt20.com/news/3731/tata-ipl-2022-match-01-csk-vs-kkr-match-report
2023,FINAL,"Narendra Modi Stadium, Ahmedabad","MAY, MON 29 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS (D/L METHOD) (WINNERS),"CHENNAI SUPER KINGS
171/5
(15.0 OV)","GUJARAT TITANS
214/4
(20.0 OV )",https://www.iplt20.com/news/3976/tata-ipl-2023-final-csk-vs-gt-match-report
2023,2,"Narendra Modi Stadium, Ahmedabad","MAY, FRI 26 , 7:30 pm IST",GUJARAT TITANS WON BY 62 RUNS (QUALIFIED),"GUJARAT TITANS
233/3
(20.0 OV)","MUMBAI INDIANS
171
(18.2 OV )",https://www.iplt20.com/news/3974/tata-ipl-2023-qualifier-2-gt-vs-mi-match-report
2023,ELIMINATOR,"MA Chidambaram Stadium, Chennai","MAY, WED 24 , 7:30 pm IST",MUMBAI INDIANS WON BY 81 RUNS (QUALIFIED),"LUCKNOW SUPER GIANTS
101
(16.3 OV)","MUMBAI INDIANS
182/8
(20.0 OV )",https://www.iplt20.com/news/3973/tata-ipl-2023-eliminator-lsg-vs-mi-match-report
2023,1,"MA Chidambaram Stadium, Chennai","MAY, TUE 23 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 15 RUNS (QUALIFIED),"GUJARAT TITANS
157
(20.0 OV)","CHENNAI SUPER KINGS
172/7
(20.0 OV )",https://www.iplt20.com/news/3972/tata-ipl-2023-qualifier-1-gt-vs-csk-match-report
2023,70,"M Chinnaswamy Stadium, Bengaluru","MAY, SUN 21 , 7:30 pm IST",GUJARAT TITANS WON BY 6 WICKETS,"ROYAL CHALLENGERS BANGALORE
197/5
(20.0 OV)","GUJARAT TITANS
198/4
(19.1 OV )",https://www.iplt20.com/news/3971/tata-ipl-2023-match-70-rcb-vs-gt-match-report
2023,69,"Wankhede Stadium, Mumbai","MAY, SUN 21 , 3:30 pm IST",MUMBAI INDIANS WON BY 8 WICKETS,"MUMBAI INDIANS
201/2
(18.0 OV)","SUNRISERS HYDERABAD
200/5
(20.0 OV )",https://www.iplt20.com/news/3970/tata-ipl-2023-match-69-mi-vs-srh-match-report
2023,68,"Eden Gardens, Kolkata","MAY, SAT 20 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 1 RUN,"KOLKATA KNIGHT RIDERS
175/7
(20.0 OV)","LUCKNOW SUPER GIANTS
176/8
(20.0 OV )",https://www.iplt20.com/news/3969/tata-ipl-2023-match-68-kkr-vs-lsg-match-report
2023,67,"Arun Jaitley Stadium, Delhi","MAY, SAT 20 , 3:30 pm IST",CHENNAI SUPER KINGS WON BY 77 RUNS,"DELHI CAPITALS
146/9
(20.0 OV)","CHENNAI SUPER KINGS
223/3
(20.0 OV )",https://www.iplt20.com/news/3968/tata-ipl-2023-match-67-dc-vs-csk-match-report
2023,66,"Himachal Pradesh Cricket Association Stadium, Dharamsala","MAY, FRI 19 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 4 WICKETS,"PUNJAB KINGS
187/5
(20.0 OV)","RAJASTHAN ROYALS
189/6
(19.4 OV )",https://www.iplt20.com/news/3967/tata-ipl-2023-match-66-pbks-vs-rr-match-report
2023,65,"Rajiv Gandhi International Stadium, Hyderabad","MAY, THU 18 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 8 WICKETS,"SUNRISERS HYDERABAD
186/5
(20.0 OV)","ROYAL CHALLENGERS BANGALORE
187/2
(19.2 OV )",https://www.iplt20.com/news/3966/tata-ipl-2023-match-65-srh-vs-rcb-match-report
2023,64,"Himachal Pradesh Cricket Association Stadium, Dharamsala","MAY, WED 17 , 7:30 pm IST",DELHI CAPITALS WON BY 15 RUNS,"PUNJAB KINGS
198/8
(20.0 OV)","DELHI CAPITALS
213/2
(20.0 OV )",https://www.iplt20.com/news/3964/tata-ipl-2023-match-64-pbks-vs-dc-match-report
2023,63,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","MAY, TUE 16 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 5 RUNS,"LUCKNOW SUPER GIANTS
177/3
(20.0 OV)","MUMBAI INDIANS
172/5
(20.0 OV )",https://www.iplt20.com/news/3963/tata-ipl-2023-match-63-lsg-vs-mi-match-report
2023,62,"Narendra Modi Stadium, Ahmedabad","MAY, MON 15 , 7:30 pm IST",GUJARAT TITANS WON BY 34 RUNS,"GUJARAT TITANS
188/9
(20.0 OV)","SUNRISERS HYDERABAD
154/9
(20.0 OV )",https://www.iplt20.com/news/3962/tata-ipl-2023-match-62-gt-vs-srh-match-report
2023,61,"MA Chidambaram Stadium, Chennai","MAY, SUN 14 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,"CHENNAI SUPER KINGS
144/6
(20.0 OV)","KOLKATA KNIGHT RIDERS
147/4
(18.3 OV )",https://www.iplt20.com/news/3960/tata-ipl-2023-match-61-csk-vs-kkr-match-report
2023,60,"Sawai Mansingh Stadium, Jaipur","MAY, SUN 14 , 3:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 112 RUNS,"RAJASTHAN ROYALS
59
(10.3 OV)","ROYAL CHALLENGERS BANGALORE
171/5
(20.0 OV )",https://www.iplt20.com/news/3959/tata-ipl-2023-match-60-rr-vs-rcb-match-report
2023,59,"Arun Jaitley Stadium, Delhi","MAY, SAT 13 , 7:30 pm IST",PUNJAB KINGS WON BY 31 RUNS,"DELHI CAPITALS
136/8
(20.0 OV)","PUNJAB KINGS
167/7
(20.0 OV )",https://www.iplt20.com/news/3958/tata-ipl-2023-match-59-dc-vs-pbks-match-report
2023,58,"Rajiv Gandhi International Stadium, Hyderabad","MAY, SAT 13 , 3:30 pm IST",LUCKNOW SUPER GIANTS WON BY 7 WICKETS,"SUNRISERS HYDERABAD
182/6
(20.0 OV)","LUCKNOW SUPER GIANTS
185/3
(19.2 OV )",https://www.iplt20.com/news/3956/tata-ipl-2023-match-58-srh-vs-lsg-match-report
2023,57,"Wankhede Stadium, Mumbai","MAY, FRI 12 , 7:30 pm IST",MUMBAI INDIANS WON BY 27 RUNS,"MUMBAI INDIANS
218/5
(20.0 OV)","GUJARAT TITANS
191/8
(20.0 OV )",https://www.iplt20.com/news/3955/tata-ipl-2023-match-57-mi-vs-gt-match-report
2023,56,"Eden Gardens, Kolkata","MAY, THU 11 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 9 WICKETS,"KOLKATA KNIGHT RIDERS
149/8
(20.0 OV)","RAJASTHAN ROYALS
151/1
(13.1 OV )",https://www.iplt20.com/news/3953/tata-ipl-2023-match-56-kkr-vs-rr-match-report
2023,55,"MA Chidambaram Stadium, Chennai","MAY, WED 10 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 27 RUNS,"CHENNAI SUPER KINGS
167/8
(20.0 OV)","DELHI CAPITALS
140/8
(20.0 OV )",https://www.iplt20.com/news/3952/tata-ipl-2023-match-55-csk-vs-dc-match-report
2023,54,"Wankhede Stadium, Mumbai","MAY, TUE 9 , 7:30 pm IST",MUMBAI INDIANS WON BY 6 WICKETS,"MUMBAI INDIANS
200/4
(16.3 OV)","ROYAL CHALLENGERS BANGALORE
199/6
(20.0 OV )",https://www.iplt20.com/news/3951/tata-ipl-2023-match-54-mi-vs-rcb-match-report
2023,53,"Eden Gardens, Kolkata","MAY, MON 8 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,"KOLKATA KNIGHT RIDERS
182/5
(20.0 OV)","PUNJAB KINGS
179/7
(20.0 OV )",https://www.iplt20.com/news/3947/tata-ipl-2023-match-53-kkr-vs-pbks-match-report
2023,52,"Sawai Mansingh Stadium, Jaipur","MAY, SUN 7 , 7:30 pm IST",SUNRISERS HYDERABAD WON BY 4 WICKETS,"RAJASTHAN ROYALS
214/2
(20.0 OV)","SUNRISERS HYDERABAD
217/6
(20.0 OV )",https://www.iplt20.com/news/3946/tata-ipl-2023-match-52-rr-vs-srh-match-report
2023,51,"Narendra Modi Stadium, Ahmedabad","MAY, SUN 7 , 3:30 pm IST",GUJARAT TITANS WON BY 56 RUNS,"GUJARAT TITANS
227/2
(20.0 OV)","LUCKNOW SUPER GIANTS
171/7
(20.0 OV )",https://www.iplt20.com/news/3945/tata-ipl-2023-match-51-gt-vs-lsg-match-report
2023,50,"Arun Jaitley Stadium, Delhi","MAY, SAT 6 , 7:30 pm IST",DELHI CAPITALS WON BY 7 WICKETS,"DELHI CAPITALS
187/3
(16.4 OV)","ROYAL CHALLENGERS BANGALORE
181/4
(20.0 OV )",https://www.iplt20.com/news/3944/tata-ipl-2023-match-50-dc-vs-rcb-match-report
2023,49,"MA Chidambaram Stadium, Chennai","MAY, SAT 6 , 3:30 pm IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,"CHENNAI SUPER KINGS
140/4
(17.4 OV)","MUMBAI INDIANS
139/8
(20.0 OV )",https://www.iplt20.com/news/3943/tata-ipl-2023-match-49-csk-vs-mi-match-report
2023,48,"Sawai Mansingh Stadium, Jaipur","MAY, FRI 5 , 7:30 pm IST",GUJARAT TITANS WON BY 9 WICKETS,"RAJASTHAN ROYALS
118
(17.5 OV)","GUJARAT TITANS
119/1
(13.5 OV )",https://www.iplt20.com/news/3942/tata-ipl-2023-match-48-rr-vs-gt-match-report
2023,47,"Rajiv Gandhi International Stadium, Hyderabad","MAY, THU 4 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 RUNS,"SUNRISERS HYDERABAD
166/8
(20.0 OV)","KOLKATA KNIGHT RIDERS
171/9
(20.0 OV )",https://www.iplt20.com/news/3940/tata-ipl-2023-match-47-srh-vs-kkr-match-report
2023,46,"Punjab Cricket Association IS Bindra Stadium, Mohali","MAY, WED 3 , 7:30 pm IST",MUMBAI INDIANS WON BY 6 WICKETS,"PUNJAB KINGS
214/3
(20.0 OV)","MUMBAI INDIANS
216/4
(18.5 OV )",https://www.iplt20.com/news/3938/tata-ipl-2023-match-46-pbks-vs-mi-match-report
2023,45,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","MAY, WED 3 , 3:30 pm IST",NO RESULT,"LUCKNOW SUPER GIANTS
125/7
(19.2 OV)",CHENNAI SUPER KINGS,https://www.iplt20.com/news/3937/tata-ipl-2023-match-45-lsg-vs-csk-match-report
2023,44,"Narendra Modi Stadium, Ahmedabad","MAY, TUE 2 , 7:30 pm IST",DELHI CAPITALS WON BY 5 RUNS,"GUJARAT TITANS
125/6
(20.0 OV)","DELHI CAPITALS
130/8
(20.0 OV )",https://www.iplt20.com/news/3936/tata-ipl-2023-match-44-gt-vs-dc-match-report
2023,43,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","MAY, MON 1 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 18 RUNS,"LUCKNOW SUPER GIANTS
108
(19.5 OV)","ROYAL CHALLENGERS BANGALORE
126/9
(20.0 OV )",https://www.iplt20.com/news/3934/tata-ipl-2023-match-43-lsg-vs-rcb-match-report
